scheme_name,date,nav,category,daily_return
Fund_1,2022-01-03,100.0,Hybrid,0.0
Fund_1,2022-01-04,99.12968698067333,Hybrid,-0.0087031301932667
Fund_1,2022-01-05,100.63994362738302,Hybrid,0.0152351600485143
Fund_1,2022-01-06,101.1514444939005,Hybrid,0.0050824836350396
Fund_1,2022-01-07,100.21587364750522,Hybrid,-0.0092492089566915
Fund_1,2022-01-10,98.69064996005662,Hybrid,-0.015219382238919
Fund_1,2022-01-11,98.50108074970316,Hybrid,-0.0019208426576396
Fund_1,2022-01-12,97.74528736355072,Hybrid,-0.0076729451128859
Fund_1,2022-01-13,97.79372404233426,Hybrid,0.0004955397860091
Fund_1,2022-01-14,97.50348330300096,Hybrid,-0.002967887174515
Fund_1,2022-01-17,98.1473112357342,Hybrid,0.0066031275080959
Fund_1,2022-01-18,96.28382264372264,Hybrid,-0.0189866494410199
Fund_1,2022-01-19,97.9659937631268,Hybrid,0.0174709631713385
Fund_1,2022-01-20,102.23274674923064,Hybrid,0.0435534089147349
Fund_1,2022-01-21,104.17958046500782,Hybrid,0.0190431518048967
Fund_1,2022-01-24,104.59241646418822,Hybrid,0.0039627343221935
Fund_1,2022-01-25,106.0796475751108,Hybrid,0.0142193015631473
Fund_1,2022-01-26,104.48563575329864,Hybrid,-0.01502655653794
Fund_1,2022-01-27,101.9876050036741,Hybrid,-0.0239078867790272
Fund_1,2022-01-28,103.2673373209152,Hybrid,0.0125479200849454
Fund_1,2022-01-31,102.4677965222208,Hybrid,-0.007742436470592
Fund_1,2022-02-01,100.393015446779,Hybrid,-0.0202481281520665
Fund_1,2022-02-02,99.08397793412551,Hybrid,-0.0130391293341263
Fund_1,2022-02-03,97.40893407278732,Hybrid,-0.0169052948444582
Fund_1,2022-02-04,97.66806725228857,Hybrid,0.0026602609090002
Fund_1,2022-02-07,98.60419371247374,Hybrid,0.0095847751114708
Fund_1,2022-02-08,100.01540800254482,Hybrid,0.0143119094324337
Fund_1,2022-02-09,101.45700435304012,Hybrid,0.0144137426351209
Fund_1,2022-02-10,102.70072978377684,Hybrid,0.012258645311554
Fund_1,2022-02-11,102.43132418069064,Hybrid,-0.0026232102113918
